,Away_Behinds,Away_Goals,Away_Team,Away_Total,Crowd,Date,Day,Home_Behinds,Home_Goals,Home_Team,Home_Total,Match_Link,Month,Round,Structured_Data,Time,Venue,Year,City,station_ID,URL,Rain
601,7,8,Carlton,55,"38,799",2,Sunday,10,25,Melbourne,160,No Match Report,May,Not Defined,2004-05-02 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,2.0
602,12,12,Collingwood,84,"31,174",2,Sunday,17,14,Port Adelaide,101,No Match Report,May,Not Defined,2004-05-02 00:00:00,No time provided,AAMI Stadium,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,0.6
603,13,18,Essendon,121,"45,119",7,Friday,11,14,Western Bulldogs,95,No Match Report,May,Not Defined,2004-05-07 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
604,11,14,St Kilda,95,"39,931",8,Saturday,6,11,Fremantle,72,No Match Report,May,Not Defined,2004-05-08 00:00:00,No time provided,Domain Stadium,2004,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-17056912&p_stn_num=009225,2.6
605,14,11,Collingwood,80,"56,617",8,Saturday,11,13,Carlton,89,No Match Report,May,Not Defined,2004-05-08 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
606,12,18,Brisbane Lions,120,"27,511",8,Saturday,10,11,Kangaroos,76,No Match Report,May,Not Defined,2004-05-08 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
607,17,17,Adelaide,119,"44,733",8,Saturday,9,13,Port Adelaide,87,No Match Report,May,Not Defined,2004-05-08 00:00:00,No time provided,AAMI Stadium,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,0
608,7,10,Richmond,67,"23,014",9,Sunday,6,8,Sydney,54,No Match Report,May,Not Defined,2004-05-09 00:00:00,No time provided,SCG,2004,Sydney,872874356&p_stn_num=066062,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-872874356&p_stn_num=066062,0
609,7,11,West Coast,73,"21,145",9,Sunday,14,18,Melbourne,122,No Match Report,May,Not Defined,2004-05-09 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
610,18,15,Geelong,108,"28,612",9,Sunday,4,8,Hawthorn,52,No Match Report,May,Not Defined,2004-05-09 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
611,15,20,Essendon,135,"46,309",14,Friday,12,12,Adelaide,84,No Match Report,May,Not Defined,2004-05-14 00:00:00,No time provided,AAMI Stadium,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,0
612,7,15,Sydney,97,"38,870",15,Saturday,16,18,West Coast,124,No Match Report,May,Not Defined,2004-05-15 00:00:00,No time provided,Domain Stadium,2004,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-17056912&p_stn_num=009225,0
613,22,10,Western Bulldogs,82,"33,960",15,Saturday,15,15,Richmond,105,No Match Report,May,Not Defined,2004-05-15 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
614,13,13,Collingwood,91,"47,898",15,Saturday,12,21,St Kilda,138,No Match Report,May,Not Defined,2004-05-15 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
615,6,16,Carlton,102,"34,368",15,Saturday,14,21,Brisbane Lions,140,No Match Report,May,Not Defined,2004-05-15 00:00:00,No time provided,Gabba,2004,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-334811501&p_stn_num=040913,0
616,13,8,Fremantle,61,"14,554",16,Sunday,10,10,Hawthorn,70,No Match Report,May,Not Defined,2004-05-16 00:00:00,No time provided,University of Tasmania Stadium,2004,Launceston,1664874821&p_stn_num=091237,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1664874821&p_stn_num=091237,14.8
617,15,12,Melbourne,87,"21,157",16,Sunday,11,15,Geelong,101,No Match Report,May,Not Defined,2004-05-16 00:00:00,No time provided,Simonds Stadium,2004,Geelong,1519479636&p_stn_num=087162,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1519479636&p_stn_num=087162,
618,6,7,Port Adelaide,48,"16,910",16,Sunday,14,21,Kangaroos,140,No Match Report,May,Not Defined,2004-05-16 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
619,11,9,Adelaide,65,"37,881",21,Friday,14,9,Collingwood,68,No Match Report,May,Not Defined,2004-05-21 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0.6
620,12,11,Brisbane Lions,78,"32,575",22,Saturday,17,20,Fremantle,137,No Match Report,May,Not Defined,2004-05-22 00:00:00,No time provided,Domain Stadium,2004,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-17056912&p_stn_num=009225,27.6
621,12,11,Kangaroos,78,"31,291",22,Saturday,18,13,Melbourne,96,No Match Report,May,Not Defined,2004-05-22 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0.2
622,13,14,Essendon,97,"51,400",22,Saturday,12,18,Geelong,120,No Match Report,May,Not Defined,2004-05-22 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0.2
623,8,7,Richmond,50,"25,761",22,Saturday,14,19,Port Adelaide,128,No Match Report,May,Not Defined,2004-05-22 00:00:00,No time provided,AAMI Stadium,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,0
624,7,12,Hawthorn,79,"25,127",23,Sunday,14,11,Sydney,80,No Match Report,May,Not Defined,2004-05-23 00:00:00,No time provided,SCG,2004,Sydney,872874356&p_stn_num=066062,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-872874356&p_stn_num=066062,0
625,8,16,Western Bulldogs,104,"26,041",23,Sunday,7,12,Carlton,79,No Match Report,May,Not Defined,2004-05-23 00:00:00,No time provided,Optus Oval,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,5.6
626,14,9,West Coast,68,"30,478",23,Sunday,13,26,St Kilda,169,No Match Report,May,Not Defined,2004-05-23 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
627,13,12,Fremantle,85,"38,411",28,Friday,13,17,Essendon,115,No Match Report,May,Not Defined,2004-05-28 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0.8
628,9,9,Richmond,63,"38,517",29,Saturday,16,14,West Coast,100,No Match Report,May,Not Defined,2004-05-29 00:00:00,No time provided,Domain Stadium,2004,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-17056912&p_stn_num=009225,0
629,13,20,Adelaide,133,"22,942",29,Saturday,11,6,Hawthorn,47,No Match Report,May,Not Defined,2004-05-29 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0.8
630,14,13,Collingwood,92,"44,833",29,Saturday,11,9,Kangaroos,65,No Match Report,May,Not Defined,2004-05-29 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0.8
631,21,12,Sydney,93,"23,479",29,Saturday,7,10,Western Bulldogs,67,No Match Report,May,Not Defined,2004-05-29 00:00:00,No time provided,SCG,2004,Sydney,872874356&p_stn_num=066062,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-872874356&p_stn_num=066062,0
632,15,18,Brisbane Lions,123,"32,902",30,Sunday,11,12,Melbourne,83,No Match Report,May,Not Defined,2004-05-30 00:00:00,No time provided,Gabba,2004,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-334811501&p_stn_num=040913,0
633,10,17,Geelong,112,"29,177",30,Sunday,8,18,Port Adelaide,116,No Match Report,May,Not Defined,2004-05-30 00:00:00,No time provided,AAMI Stadium,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,0
634,10,31,St Kilda,196,"37,136",30,Sunday,10,13,Carlton,88,No Match Report,May,Not Defined,2004-05-30 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
635,9,11,West Coast,75,"44,401",4,Friday,9,14,Collingwood,93,No Match Report,June,Not Defined,2004-06-04 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,4.0
636,7,14,Carlton,91,"41,617",5,Saturday,15,12,Adelaide,87,No Match Report,June,Not Defined,2004-06-05 00:00:00,No time provided,AAMI Stadium,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,0
637,10,24,Essendon,154,"42,682",5,Saturday,8,12,Hawthorn,80,No Match Report,June,Not Defined,2004-06-05 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
638,8,12,Richmond,80,"31,700",5,Saturday,10,24,Kangaroos,154,No Match Report,June,Not Defined,2004-06-05 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
639,14,12,Port Adelaide,86,"34,241",5,Saturday,15,18,Brisbane Lions,123,No Match Report,June,Not Defined,2004-06-05 00:00:00,No time provided,Gabba,2004,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-334811501&p_stn_num=040913,0
640,10,11,St Kilda,76,"36,039",6,Sunday,10,17,Sydney,112,No Match Report,June,Not Defined,2004-06-06 00:00:00,No time provided,SCG,2004,Sydney,872874356&p_stn_num=066062,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-872874356&p_stn_num=066062,0
641,15,13,Melbourne,93,"33,125",6,Sunday,8,9,Fremantle,62,No Match Report,June,Not Defined,2004-06-06 00:00:00,No time provided,Domain Stadium,2004,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-17056912&p_stn_num=009225,2.0
642,11,17,Geelong,113,"31,811",6,Sunday,7,10,Western Bulldogs,67,No Match Report,June,Not Defined,2004-06-06 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0.2
643,4,14,Hawthorn,88,"47,302",11,Friday,10,15,Carlton,100,No Match Report,June,Not Defined,2004-06-11 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
644,12,8,Sydney,60,"28,032",13,Sunday,12,20,Port Adelaide,132,No Match Report,June,Not Defined,2004-06-13 00:00:00,No time provided,AAMI Stadium,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,5.0
645,14,11,St Kilda,80,"28,306",12,Saturday,13,15,Western Bulldogs,103,No Match Report,June,Not Defined,2004-06-12 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
646,10,11,Adelaide,76,"37,580",12,Saturday,18,15,West Coast,108,No Match Report,June,Not Defined,2004-06-12 00:00:00,No time provided,Domain Stadium,2004,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-17056912&p_stn_num=009225,13.6
647,12,25,Brisbane Lions,162,"50,003",12,Saturday,12,14,Essendon,96,No Match Report,June,Not Defined,2004-06-12 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
648,12,12,Kangaroos,84,"21,612",13,Sunday,10,14,Geelong,94,No Match Report,June,Not Defined,2004-06-13 00:00:00,No time provided,Simonds Stadium,2004,Geelong,1519479636&p_stn_num=087162,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1519479636&p_stn_num=087162,0.4
649,9,12,Fremantle,81,"18,666",13,Sunday,11,10,Richmond,71,No Match Report,June,Not Defined,2004-06-13 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
650,7,11,Collingwood,73,"56,988",14,Monday,10,12,Melbourne,82,No Match Report,June,Not Defined,2004-06-14 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0.2
651,7,9,Hawthorn,61,"36,925",18,Friday,13,19,St Kilda,127,No Match Report,June,Not Defined,2004-06-18 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,14.0
652,11,9,Brisbane Lions,65,"17,648",19,Saturday,14,13,Geelong,92,No Match Report,June,Not Defined,2004-06-19 00:00:00,No time provided,Simonds Stadium,2004,Geelong,1519479636&p_stn_num=087162,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1519479636&p_stn_num=087162,3.8
653,10,17,Port Adelaide,112,"36,507",19,Saturday,6,16,Fremantle,102,No Match Report,June,Not Defined,2004-06-19 00:00:00,No time provided,Domain Stadium,2004,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-17056912&p_stn_num=009225,0
654,16,18,Carlton,124,"46,618",19,Saturday,9,14,Richmond,93,No Match Report,June,Not Defined,2004-06-19 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,1.6
655,9,11,West Coast,75,"8,542",20,Sunday,12,16,Kangaroos,108,No Match Report,June,Not Defined,2004-06-20 00:00:00,No time provided,Manuka Oval,2004,Canberra,986936890&p_stn_num=070246,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-986936890&p_stn_num=070246,
656,17,13,Melbourne,95,"47,314",20,Sunday,9,10,Essendon,69,No Match Report,June,Not Defined,2004-06-20 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,3.2
657,11,15,Western Bulldogs,101,"36,774",20,Sunday,13,20,Adelaide,133,No Match Report,June,Not Defined,2004-06-20 00:00:00,No time provided,AAMI Stadium,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,3.8
658,13,11,Collingwood,79,"50,091",26,Saturday,7,13,Sydney,85,No Match Report,June,Not Defined,2004-06-26 00:00:00,No time provided,ANZ Stadium,2004,Western Sydney,872504448&p_stn_num=066048,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-872504448&p_stn_num=066048,0
659,16,14,Kangaroos,100,"49,419",2,Friday,7,12,Essendon,79,No Match Report,July,Not Defined,2004-07-02 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
660,5,15,Sydney,95,"26,172",3,Saturday,12,12,Carlton,84,No Match Report,July,Not Defined,2004-07-03 00:00:00,No time provided,Optus Oval,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,0
661,9,11,Hawthorn,75,"44,329",3,Saturday,20,20,Collingwood,140,No Match Report,July,Not Defined,2004-07-03 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
662,7,7,Geelong,49,"36,668",3,Saturday,9,7,West Coast,51,No Match Report,July,Not Defined,2004-07-03 00:00:00,No time provided,Domain Stadium,2004,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-17056912&p_stn_num=009225,5.8
